#  Bands
0.000000000000000000000000000000e+00	-3.277417304463979275119811518380e-01	-3.243748763149037483977110696287e-01	3.243748763149034708419549133396e-01	3.277417304463978164896786893223e-01
2.430551911871645879431591552589e-03	-3.277278823165085119839545768627e-01	-3.243610094036324942301519058674e-01	3.243610094036323832078494433517e-01	3.277278823165083454505008830893e-01
4.861103823743291758863183105177e-03	-3.276863221470538989343879165972e-01	-3.243193927027415712771585276641e-01	3.243193927027416267883097589220e-01	3.276863221470537324009342228237e-01
7.291655735614938071975643651967e-03	-3.276170303370031788858796062414e-01	-3.242500063370956642216924592503e-01	3.242500063370956087105412279925e-01	3.276170303370035119527869937883e-01
9.722207647486583517726366210354e-03	-3.275199927369723540415691331873e-01	-3.241528358924014030506555172906e-01	3.241528358924015140729579798062e-01	3.275199927369720764858129768982e-01
1.215275955935822896347708876874e-02	-3.273952006808992787334489094064e-01	-3.240278724469991544765434809960e-01	3.240278724469991544765434809960e-01	3.273952006808992232222976781486e-01
1.458331147122987614395128730393e-02	-3.272426510155494461251635129884e-01	-3.238751126014747794279458048550e-01	3.238751126014746684056433423393e-01	3.272426510155492795917098192149e-01
1.701386338310151985497853388551e-02	-3.270623461278046595346324920683e-01	-3.236945585060688745926427145605e-01	3.236945585060687080591890207870e-01	3.270623461278044374900275670370e-01
1.944441529497316703545273242071e-02	-3.268542939697293703282809929078e-01	-3.234862178858585735063968513714e-01	3.234862178858584624840943888557e-01	3.268542939697295368617346866813e-01
2.187496720684481421592693095590e-02	-3.266185080813788776943340508296e-01	-3.232501040636869271693853988836e-01	3.232501040636865941024780113366e-01	3.266185080813787111608803570562e-01
2.430551911871645792695417753748e-02	-3.263550076113359010854253483558e-01	-3.229862359808234884006594711536e-01	3.229862359808232663560545461223e-01	3.263550076113355125073667295510e-01
2.673607103058810510742837607268e-02	-3.260638173349534874034816311905e-01	-3.226946382153340620035919528164e-01	3.226946382153341730258944153320e-01	3.260638173349539870038427125110e-01
2.916662294245975228790257460787e-02	-3.257449676702881546930257172789e-01	-3.223753409981401363282316197001e-01	3.223753409981400808170803884423e-01	3.257449676702881546930257172789e-01
3.159717485433139599892982118945e-02	-3.253984946916971821018194077624e-01	-3.220283802267541739539069567400e-01	3.220283802267544515096631130291e-01	3.253984946916972931241218702780e-01
3.402772676620303970995706777103e-02	-3.250244401411004346869049186353e-01	-3.216537974766754404143398460292e-01	3.216537974766755514366423085448e-01	3.250244401411003236646024561196e-01
3.645827867807469035987821825984e-02	-3.246228514368789674904292041901e-01	-3.212516400104288849526312787930e-01	3.212516400104291625083874350821e-01	3.246228514368787454458242791588e-01
3.888883058994633407090546484142e-02	-3.241937816804064120823625216872e-01	-3.208219607842426324140205906588e-01	3.208219607842425213917181281431e-01	3.241937816804065786158162154607e-01
4.131938250181797778193271142300e-02	-3.237372896601993232934546540491e-01	-3.203648184523441022619749674050e-01	3.203648184523441022619749674050e-01	3.237372896601993232934546540491e-01
4.374993441368962843185386191180e-02	-3.232534398536753839081825390167e-01	-3.198802773688759759629363088607e-01	3.198802773688760314740875401185e-01	3.232534398536756614639386953058e-01
4.618048632556127214288110849338e-02	-3.227423024265182460723622170917e-01	-3.193684075874144712159363734827e-01	3.193684075874144157047851422249e-01	3.227423024265184681169671421230e-01
4.861103823743291585390835507496e-02	-3.222039532296357977614320589055e-01	-3.188292848580923100065831476968e-01	3.188292848580924765400368414703e-01	3.222039532296355202056759026163e-01
5.104159014930456650382950556377e-02	-3.216384737937109661309875718871e-01	-3.182629906223188864800022201962e-01	3.182629906223188864800022201962e-01	3.216384737937110216421388031449e-01
5.347214206117621021485675214535e-02	-3.210459513213448357049628612003e-01	-3.176696120050927496514248105086e-01	3.176696120050930272071809667978e-01	3.210459513213456128610800988099e-01
5.590269397304785392588399872693e-02	-3.204264786767834771730178999860e-01	-3.170492418049090654896815522079e-01	3.170492418049091210008327834657e-01	3.204264786767837547287740562751e-01
5.833324588491950457580514921574e-02	-3.197801543732323170665665656998e-01	-3.164019784812608926394261743553e-01	3.164019784812609481505774056131e-01	3.197801543732329276892301095359e-01
6.076379779679114828683239579732e-02	-3.191070825577666525418862875085e-01	-3.157279261397351599605087812961e-01	3.157279261397353264939624750696e-01	3.191070825577668745864912125398e-01
6.319434970866279199785964237890e-02	-3.184073729938255992166773467034e-01	-3.150271945147097296668903254613e-01	3.150271945147098406891927879769e-01	3.184073729938258212612822717347e-01
6.562490162053444264778079286771e-02	-3.176811410413137859443111210567e-01	-3.142998989496532669107864421676e-01	3.142998989496535444665425984567e-01	3.176811410413141190112185086036e-01
6.805545353240607941991413554206e-02	-3.169285076343006379850919529417e-01	-3.135461603750384074196233541443e-01	3.135461603750381853750184291130e-01	3.169285076343002494070333341369e-01
7.048600544427773006983528603087e-02	-3.161495992563344015202630998829e-01	-3.127661052838731081671141964762e-01	3.127661052838732191894166589918e-01	3.161495992563344570314143311407e-01
7.291655735614938071975643651967e-02	-3.153445479133825668505153316801e-01	-3.119598657048640588662635764194e-01	3.119598657048641698885660389351e-01	3.153445479133819562278517878440e-01
7.534710926802101749188977919403e-02	-3.145134911043960812548903049901e-01	-3.111275791732188711335993502871e-01	3.111275791732189266447505815449e-01	3.145134911043959702325878424745e-01
7.777766117989266814181092968283e-02	-3.136565717895350435817647394288e-01	-3.102693886991065297387137889018e-01	3.102693886991066962721674826753e-01	3.136565717895349880706135081709e-01
8.020821309176431879173208017164e-02	-3.127739383560394492711509428773e-01	-3.093854427337837109668328139378e-01	3.093854427337838219891352764535e-01	3.127739383560392827376972491038e-01
